,gi,tax_names,count
548,384444089,Brucella melitensis NI,6
549,91791369,Shewanella denitrificans OS217,6
550,300721089,Xenorhabdus nematophila ATCC 19061,6
551,334338613,Desulfotomaculum ruminis DSM 2154,6
552,301051741,Bacillus cereus biovar anthracis str. CI,6
553,386581047,Streptococcus suis SS12,6
554,126445587,Burkholderia mallei NCTC 10247,6
555,300112745,Nitrosococcus watsonii C-113,6
556,264676136,,6
557,384049541,Acetobacter pasteurianus IFO 3283-03,6
558,187922035,Burkholderia phytofirmans PsJN,6
559,333924895,Serratia sp. AS12,6
560,148283997,Orientia tsutsugamushi str. Boryong,6
561,319779749,Mesorhizobium ciceri biovar biserrulae WSM1271,6
562,317126741,Bacillus cellulosilyticus DSM 2522,6
563,384117894,Acetobacter pasteurianus IFO 3283-01-42C,6
564,197333880,Vibrio fischeri MJ11,6
565,340780744,Acidithiobacillus caldus SM-1,6
566,378953804,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078,6
567,330506319,Methanosaeta concilii GP6,6
568,218528082,Methylobacterium extorquens CM4,6
569,212632911,Shewanella piezotolerans WP3,6
570,30248031,Nitrosomonas europaea ATCC 19718,6
571,386753519,Helicobacter pylori Shi112,6
572,167626225,Francisella philomiragia subsp. philomiragia ATCC 25017,6
573,399543043,Marinobacter sp. BSs20148,6
574,386025288,Listeria monocytogenes M7,6
575,169632029,Acinetobacter baumannii SDF,6
576,56961782,Bacillus clausii KSM-K16,6
577,311103224,Achromobacter xylosoxidans A8,6
578,209883160,Oligotropha carboxidovorans OM5,6
579,226225406,Gemmatimonas aurantiaca T-27,6
580,402552844,Bacillus cereus FRI-35,6
581,295687459,Caulobacter segnis ATCC 21756,6
582,406595001,Alteromonas macleodii ATCC 27126,6
583,42518084,Lactobacillus johnsonii NCC 533,6
584,125622882,Lactococcus lactis subsp. cremoris MG1363,6
585,121635883,Mycobacterium bovis BCG str. Pasteur 1173P2,6
586,323356448,Microbacterium testaceum StLB037,6
587,402770565,Methylocystis sp. SC2,6
588,308185541,Pantoea vagans C9-1,6
589,376250168,Corynebacterium diphtheriae HC03,6
590,116691273,Burkholderia cenocepacia HI2424,6
591,387610477,Escherichia coli ETEC H10407,6
592,215481761,Acinetobacter baumannii AB307-0294,6
593,190572091,Stenotrophomonas maltophilia K279a,6
594,134294128,Burkholderia vietnamiensis G4,6
595,430755491,Bacillus subtilis subsp. subtilis str. BSP1,6
596,160878162,Clostridium phytofermentans ISDg,6
597,301065125,Lactobacillus casei str. Zhang,6
598,51891138,Symbiobacterium thermophilum IAM 14863,6
599,285016821,Xanthomonas albilineans GPE PC73,6
600,73667559,Methanosarcina barkeri str. Fusaro,6
601,386637352,Escherichia coli ABU 83972,6
602,297526028,Staphylothermus hellenicus DSM 12710,6
603,16763390,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,6
604,20088899,Methanosarcina acetivorans C2A,6
605,392430409,Mycobacterium tuberculosis KZN 605,6
606,45655914,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,6
607,289577265,Thermoanaerobacter italicus Ab9,6
608,294672793,Prevotella ruminicola 23,6
609,188532165,Erwinia tasmaniensis Et1/99,6
610,77358982,Pseudoalteromonas haloplanktis TAC125,6
611,218244892,Cyanothece sp. PCC 8801,6
612,30061571,Shigella flexneri 2a str. 2457T,6
613,384546269,Staphylococcus aureus subsp. aureus ED133,6
614,116626972,Streptococcus thermophilus LMD-9,6
615,152998555,Shewanella baltica OS185,6
616,414082102,,6
617,347530298,Roseburia hominis A2-183,6
618,384120592,Yersinia pestis D106004,6
619,295675101,Burkholderia sp. CCGE1002,6
620,117622295,Escherichia coli APEC O1,6
621,72160406,Thermobifida fusca YX,6
622,90421528,Rhodopseudomonas palustris BisB18,6
623,297622252,Truepera radiovictrix DSM 17093,6
624,407930685,Acinetobacter baumannii TYTH-1,6
625,116329799,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,6
626,49476684,Bacillus thuringiensis serovar konkukian str. 97-27,6
627,291294404,Meiothermus ruber DSM 1279,6
628,108810166,Yersinia pestis Nepal516,6
629,341581088,Thermococcus sp. 4557,6
630,121633901,Neisseria meningitidis FAM18,6
631,299768250,Acinetobacter oleivorans DR1,6
632,428308377,Microcoleus sp. PCC 7113,6
633,194363778,Stenotrophomonas maltophilia R551-3,6
634,172034917,Cyanothece sp. ATCC 51142,6
635,297567992,Desulfurivibrio alkaliphilus AHT2,6
636,397665626,Legionella pneumophila subsp. pneumophila,6
637,379728134,Saprospira grandis str. Lewin,6
638,300693042,Ralstonia solanacearum PSI07,6
639,296137750,Tsukamurella paurometabola DSM 20162,6
640,328954613,Coriobacterium glomerans PW2,6
641,379002962,Pyrobaculum oguniense TE7,6
642,153930785,Clostridium botulinum A str. ATCC 19397,6
643,126207488,Actinobacillus pleuropneumoniae serovar 5b str. L20,6
644,312112794,Rhodomicrobium vannielii ATCC 17100,6
645,379704392,Streptococcus infantarius subsp. infantarius CJ18,6
646,387891255,Pseudomonas fluorescens A506,6
647,393198727,Solibacillus silvestris StLB046,6
648,386716467,Stenotrophomonas maltophilia D457,6
649,126438353,Burkholderia pseudomallei 668,6
650,83718394,Burkholderia thailandensis E264,6
651,338729812,Thermotoga thermarum DSM 5069,6
652,296105497,Legionella pneumophila 2300/99 Alcoy,6
653,262193326,Haliangium ochraceum DSM 14365,6
654,347547510,Listeria ivanovii subsp. ivanovii PAM 55,6
655,428771848,Cyanobacterium stanieri PCC 7202,6
656,386072488,Leptospira interrogans serovar Lai str. IPAV,6
657,126460778,Rhodobacter sphaeroides ATCC 17029,6
658,209547612,Rhizobium leguminosarum bv. trifolii WSM2304,6
659,388476123,Escherichia coli str. K-12 substr. W3110,6
660,258541105,Acetobacter pasteurianus IFO 3283-01,6
661,251787652,Dickeya zeae Ech1591,6
662,386698504,Escherichia coli KO11FL,6
663,383315351,Frateuria aurantia DSM 6220,6
664,320352146,Desulfobulbus propionicus DSM 2032,6
665,218693476,Escherichia coli 55989,6
666,50083297,Acinetobacter sp. ADP1,6
667,333996462,Treponema primitia ZAS-2,6
668,383755859,Rubrivivax gelatinosus IL144,6
669,386336689,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,6
670,146302785,Metallosphaera sedula DSM 5348,6
671,160873126,Shewanella baltica OS195,6
672,197120421,Anaeromyxobacter sp. K,6
673,330814956,Burkholderia gladioli BSR3,6
674,238892256,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,6
675,255529916,Pedobacter heparinus DSM 2366,6
676,337735209,Clostridium acetobutylicum DSM 1731,6
677,322830733,Rahnella sp. Y9602,6
678,94984109,Deinococcus geothermalis DSM 11300,6
679,384157612,Bacillus amyloliquefaciens TA208,6
680,226947222,Clostridium botulinum A2 str. Kyoto,6
681,256821228,Kangiella koreensis DSM 16069,6
682,337277607,Ramlibacter tataouinensis TTB310,6
683,257067223,Brachybacterium faecium DSM 4810,6
684,53721039,Burkholderia pseudomallei K96243,6
685,302872922,Clostridium cellulovorans 743B,6
686,113968346,Shewanella sp. MR-4,6
687,284041471,Conexibacter woesei DSM 14684,6
688,307126151,Streptococcus pneumoniae 670-6B,5
689,127510935,Shewanella loihica PV-4,5
690,220930850,Halothermothrix orenii H 168,5
691,148659757,Mycobacterium tuberculosis H37Ra,5
692,332798023,Tepidanaerobacter acetatoxydans Re1,5
693,114319166,Alkalilimnicola ehrlichii MLHE-1,5
694,379733551,Blastococcus saxobsidens DD2,5
695,428768415,Cyanobacterium aponinum PCC 10605,5
696,153946813,Yersinia pseudotuberculosis IP 31758,5
697,253987483,Photorhabdus asymbiotica,5
698,294514841,Vibrio splendidus LGP32,5
699,428774686,Halothece sp. PCC 7418,5
700,386707734,Escherichia coli W,5
701,387605479,Escherichia coli 042,5
702,352683411,Acidaminococcus intestini RyC-MR95,5
703,429190045,Natronobacterium gregoryi SP2,5
704,336115651,Microlunatus phosphovorus NM-1,5
705,387880559,Escherichia coli Xuzhou21,5
706,157803189,Rickettsia canadensis str. McKiel,5
707,406028180,Mycobacterium indicus pranii MTCC 9506,5
708,379725073,Francisella tularensis subsp. tularensis TI0902,5
709,320114857,Thermoanaerobacter brockii subsp. finnii Ako-1,5
710,85057978,Sodalis glossinidius str. 'morsitans',5
711,387828053,Escherichia coli SE15,5
712,384184088,Bacillus thuringiensis serovar chinensis CT-43,5
713,385856165,Neisseria meningitidis NZ-05/33,5
714,378976159,Klebsiella pneumoniae subsp. pneumoniae HS11286,5
715,29345410,Bacteroides thetaiotaomicron VPI-5482,5
716,94308945,Cupriavidus metallidurans CH34,5
717,126447966,Burkholderia mallei NCTC 10247,5
718,386311792,Shewanella putrefaciens 200,5
719,386703215,Escherichia coli P12b,5
720,433656322,Vibrio parahaemolyticus BB22OP,5
721,91785913,Polaromonas sp. JS666,5
722,146291111,Shewanella putrefaciens CN-32,5
723,76817237,Burkholderia pseudomallei 1710b,5
724,384890373,Helicobacter pylori 908,5
725,403056439,Pectobacterium carotovorum subsp. carotovorum PCC21,5
726,38232642,Corynebacterium diphtheriae NCTC 13129,5
727,76808520,Burkholderia pseudomallei 1710b,5
728,255767013,Bacillus subtilis subsp. subtilis str. 168,5
729,307352168,Methanoplanus petrolearius DSM 11571,5
730,229606122,Vibrio cholerae MJ-1236,5
731,386612163,Escherichia coli UMNK88,5
732,376256018,Corynebacterium diphtheriae VA01,5
733,383500935,Rickettsia australis str. Cutlack,5
734,219850687,Methanosphaerula palustris E1-9c,5
735,336171143,Lacinutrix sp. 5H-3-7-4,5
736,260842239,Escherichia coli O103:H2 str. 12009,5
737,407693844,Alcanivorax dieselolei B5,5
738,108796981,Mycobacterium sp. MCS,5
739,317054731,Ruminococcus albus 7,5
740,387141638,Staphylococcus aureus subsp. aureus TW20,5
741,115350056,Burkholderia ambifaria AMMD,5
742,376244562,Corynebacterium diphtheriae HC01,5
743,384044176,Bacillus megaterium WSH-002,5
744,294827553,Leptospira interrogans serovar Lai str. 56601,5
745,120596833,Shewanella sp. W3-18-1,5
746,326402148,Acidiphilium multivorum AIU301,5
747,146276058,Rhodobacter sphaeroides ATCC 17025,5
748,148378011,Clostridium botulinum A str. ATCC 3502,5
749,339443684,Eggerthella sp. YY7918,5
750,387823583,Francisella cf. tularensis subsp. novicida 3523,5
751,261819370,Pectobacterium wasabiae WPP163,5
752,49482253,Staphylococcus aureus subsp. aureus MRSA252,5
753,387760314,Streptococcus salivarius 57.I,5
754,313122775,Lactobacillus delbrueckii subsp. bulgaricus ND02,5
755,387151873,Desulfovibrio vulgaris RCH1,5
756,339626328,Sulfobacillus acidophilus TPY,5
757,384895178,Helicobacter pylori 35A,5
758,226354810,Deinococcus deserti VCD115,5
759,213690928,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,5
760,73539706,Ralstonia eutropha JMP134,5
761,397652752,Corynebacterium ulcerans 0102,5
762,116515308,Streptococcus pneumoniae D39,5
763,126463752,Rhodobacter sphaeroides ATCC 17029,5
764,218895141,Bacillus cereus G9842,5
765,118496615,Francisella tularensis subsp. novicida U112,5
766,313199777,Methylovorus sp. MP688,5
767,172062142,Burkholderia ambifaria MC40-6,5
768,433629070,Mycobacterium canettii CIPT 140070010,5
769,73537298,Ralstonia eutropha JMP134,5
770,91974482,Rhodopseudomonas palustris BisB5,5
771,357397620,Streptomyces cattleya NRRL 8057 = DSM 46488,5
772,386081834,Rickettsia prowazekii str. Rp22,5
773,392427891,Streptococcus intermedius JTH08,5
774,338706993,Zymomonas mobilis subsp. pomaceae ATCC 29192,5
775,169825618,Lysinibacillus sphaericus C3-41,5
776,386345755,Spirochaeta thermophila DSM 6578,5
777,340625033,Mycobacterium canettii CIPT 140010059,5
778,254784273,Teredinibacter turnerae T7901,5
779,400752908,Phaeobacter gallaeciensis 2.10,5
780,39933080,Rhodopseudomonas palustris CGA009,5
781,384196195,Bifidobacterium breve ACS-071-V-Sch8b,5
782,153950938,Campylobacter jejuni subsp. doylei 269.97,5
783,332159624,Yersinia enterocolitica subsp. palearctica 105.5R(r),5
784,269793358,Sanguibacter keddieii DSM 10542,5
785,385833938,Lactobacillus rhamnosus ATCC 8530,5
786,316994385,Bacillus pseudofirmus OF4,5
787,161508266,Staphylococcus aureus subsp. aureus USA300_TCH1516,5
788,148259021,Acidiphilium cryptum JF-5,5
789,384538250,Sinorhizobium meliloti SM11,5
790,389867183,Enterococcus faecium DO,5
791,333906402,Marinomonas posidonica IVIA-Po-181,5
792,58036263,Corynebacterium glutamicum ATCC 13032,5
793,427711179,Synechococcus sp. PCC 6312,5
794,386741417,Providencia stuartii MRSN 2154,5
795,242237460,Dickeya dadantii Ech703,5
796,297582338,Bacillus selenitireducens MLS10,5
797,238922432,Eubacterium rectale ATCC 33656,5
798,253796915,Mycobacterium tuberculosis KZN 1435,5
799,392380513,Azospirillum brasilense Sp245,5
800,384412706,Yersinia pestis biovar Medievalis str. Harbin 35,5
801,380031102,Lactobacillus plantarum WCFS1,5
802,387139674,Corynebacterium pseudotuberculosis 1/06-A,5
803,113866031,Ralstonia eutropha H16,5
804,376294792,Desulfovibrio desulfuricans ND132,5
805,307723218,Thermoanaerobacter sp. X513,5
806,387825439,Escherichia coli BL21(DE3),5
807,71733195,Pseudomonas syringae pv. phaseolicola 1448A,5
808,145597324,Yersinia pestis Pestoides F,5
809,42521650,Bdellovibrio bacteriovorus HD100,5
810,397698583,Enterococcus faecalis D32,5
811,269925123,Thermobaculum terrenum ATCC BAA-798,5
812,386589256,Salmonella enterica subsp. enterica serovar Heidelberg str. B182,5
813,408671769,Emticicia oligotrophica DSM 17448,5
814,170754211,Clostridium botulinum B1 str. Okra,5
815,78211558,Synechococcus sp. CC9605,5
816,169794206,Acinetobacter baumannii AYE,5
817,387789281,Solitalea canadensis DSM 3403,5
818,385836969,Lactococcus lactis subsp. cremoris A76,5
819,161617991,Brucella canis ATCC 23365,5
820,332139409,,5
821,166362741,Microcystis aeruginosa NIES-843,5
822,153934468,Clostridium botulinum A str. Hall,5
823,385818534,Lactobacillus casei LC2W,5
824,385337120,Neisseria meningitidis WUE 2594,5
825,183219427,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',5
826,384548923,Staphylococcus aureus subsp. aureus JKD6159,5
827,328956382,Carnobacterium sp. 17-4,5
828,307594149,Vulcanisaeta distributa DSM 14429,5
829,374992780,Desulfosporosinus orientis DSM 765,5
830,110832861,Alcanivorax borkumensis SK2,5
831,108805998,Yersinia pestis Antiqua,5
832,172087630,Vibrio fischeri ES114,5
833,193213720,Chloroherpeton thalassium ATCC 35110,5
834,304319677,Parvularcula bermudensis HTCC2503,5
835,110677421,Roseobacter denitrificans OCh 114,5
836,326423644,Vibrio vulnificus CMCP6,5
837,383305933,,5
838,33864539,Synechococcus sp. WH 8102,5
839,383318453,Methanocella conradii HZ254,5
840,58579623,Xanthomonas oryzae pv. oryzae KACC 10331,5
841,405759923,Streptococcus pneumoniae SPNA45,5
842,209542188,Gluconacetobacter diazotrophicus PAl 5,5
843,332283253,Pusillimonas sp. T7-7,5
844,344210305,Haloarcula hispanica ATCC 33960,5
845,386617516,Escherichia coli NA114,5
846,292897734,Erwinia amylovora ATCC 49946,5
847,74310614,Shigella sonnei Ss046,5
848,385789060,Fibrobacter succinogenes subsp. succinogenes S85,5
849,308047722,Ferrimonas balearica DSM 9799,5
850,269954810,Xylanimonas cellulosilytica DSM 15894,5
851,334343657,Sphingobium chlorophenolicum L-1,5
852,152989753,Nitratiruptor sp. SB155-2,5
853,383313191,Corynebacterium pseudotuberculosis P54B96,5
854,25026556,Corynebacterium efficiens YS-314,5
855,225853611,Streptococcus pneumoniae JJA,5
856,50841496,Propionibacterium acnes KPA171202,5
857,289579696,Natrialba magadii ATCC 43099,5
858,296392440,Segniliparus rotundus DSM 44985,5
859,333986242,Methanobacterium sp. SWAN-1,5
860,157368249,Serratia proteamaculans 568,5
861,433625088,Mycobacterium canettii CIPT 140060008,5
862,312621127,Caldicellulosiruptor kronotskyensis 2002,5
863,55820103,Streptococcus thermophilus LMG 18311,5
864,348027467,Glaciecola nitratireducens FR1064,5
865,238618479,Sulfolobus islandicus M.16.4,5
866,114045513,Shewanella sp. MR-7,5
867,157825125,Rickettsia akari str. Hartford,5
868,379019812,Staphylococcus aureus subsp. aureus M013,5
869,295702242,Bacillus megaterium DSM 319,5
870,33151282,Haemophilus ducreyi 35000HP,5
871,383489963,Synechocystis sp. PCC 6803 substr. PCC-N,5
872,269201690,Staphylococcus aureus subsp. aureus ED98,5
873,317151727,Desulfovibrio aespoeensis Aspo-2,5
874,336252096,Halopiger xanaduensis SH-6,5
875,15963753,Sinorhizobium meliloti 1021,5
876,336475959,Methanosalsum zhilinae DSM 4017,5
877,305662445,Ignisphaera aggregans DSM 17230,5
878,138893679,Geobacillus thermodenitrificans NG80-2,5
879,22123922,Yersinia pestis KIM10+,5
880,338736863,Hyphomicrobium sp. MC1,5
881,284988629,Geodermatophilus obscurus DSM 43160,5
882,386747036,Helicobacter cetorum MIT 99-5656,5
883,15671982,Lactococcus lactis subsp. lactis Il1403,5
884,29839769,Chlamydophila caviae GPIC,5
885,317046238,Pantoea sp. At-9b,5
886,56412276,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,5
887,357383074,Pelagibacterium halotolerans B2,5
888,377810593,Burkholderia sp. YI23,5
889,302390797,Acetohalobium arabaticum DSM 5501,5
890,339630083,Mycobacterium africanum GM041182,5
891,409101468,Dehalobacter sp. DCA,5
892,386585202,Streptococcus suis D12,5
893,116871422,Listeria welshimeri serovar 6b str. SLCC5334,5
894,392389424,Ornithobacterium rhinotracheale DSM 15997,5
895,261854630,Halothiobacillus neapolitanus c2,5
896,87198026,Novosphingobium aromaticivorans DSM 12444,5
897,409995665,Lactobacillus casei W56,5
898,332290650,Krokinobacter sp. 4H-3-7-5,5
899,405754079,Listeria monocytogenes SLCC2540,5
900,78221228,Geobacter metallireducens GS-15,5
901,225855735,Streptococcus pneumoniae P1031,5
902,300709370,Halalkalicoccus jeotgali B3,5
903,431792069,Desulfitobacterium dichloroeliminans LMG P-21439,5
904,187932320,Clostridium botulinum B str. Eklund 17B,5
905,312792283,Caldicellulosiruptor kristjanssonii I77R1B,5
906,357418851,Thermovirga lienii DSM 17291,5
907,110798562,Clostridium perfringens ATCC 13124,5
908,376283503,Corynebacterium diphtheriae 31A,5
909,408402624,Candidatus Nitrososphaera gargensis Ga9.2,5
910,291280824,Escherichia coli O55:H7 str. CB9615,5
911,386315972,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,5
912,336112679,Bacillus coagulans 2-6,5
913,387903680,Burkholderia sp. KJ006,5
914,62388892,Corynebacterium glutamicum ATCC 13032,5
915,184156320,Acinetobacter baumannii ACICU,5
916,189909570,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',5
917,119960487,Arthrobacter aurescens TC1,5
918,402570638,Desulfosporosinus meridiei DSM 13257,5
919,150395228,Sinorhizobium medicae WSM419,5
920,154250456,Parvibaculum lavamentivorans DS-1,5
921,157690798,Bacillus pumilus SAFR-032,5
922,85857845,Syntrophus aciditrophicus SB,5
923,433633012,Mycobacterium canettii CIPT 140070017,5
924,89255449,Francisella tularensis subsp. holarctica LVS,5
925,428778395,Dactylococcopsis salina PCC 8305,5
926,57165207,Mesorhizobium loti MAFF303099,5
927,386307442,Yersinia enterocolitica subsp. palearctica Y11,5
928,257091663,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,5
929,218885109,Desulfovibrio vulgaris str. 'Miyazaki F',5
930,385339062,Neisseria meningitidis G2136,5
931,384516725,Enterococcus faecalis 62,5
932,226938934,Laribacter hongkongensis HLHK9,5
933,291481467,Cupriavidus metallidurans CH34,5
934,157144296,Citrobacter koseri ATCC BAA-895,5
935,332288085,Gallibacterium anatis UMN179,5
936,170758191,Clostridium botulinum A3 str. Loch Maree,5
937,86156430,Anaeromyxobacter dehalogenans 2CP-C,5
938,159185562,Agrobacterium fabrum str. C58,4
939,292486492,Erwinia amylovora CFBP1430,4
940,256827818,Desulfomicrobium baculatum DSM 4028,4
941,56418535,Geobacillus kaustophilus HTA426,4
942,390948458,Thiocystis violascens DSM 198,4
943,332795693,Acidianus hospitalis W1,4
944,389849360,Corynebacterium pseudotuberculosis 258,4
945,408355363,Amphibacillus xylanus NBRC 15112,4
946,218230750,Bacillus cereus B4264,4
947,312137514,Rhodococcus equi 103S,4
948,222109225,Acidovorax ebreus TPSY,4
949,384507788,Corynebacterium pseudotuberculosis I19,4
950,281490498,Lactococcus lactis subsp. lactis KF147,4
951,333922237,Desulfotomaculum carboxydivorans CO-1-SRB,4
952,197247352,Salmonella enterica subsp. enterica serovar Agona str. SL483,4
953,37675660,Vibrio vulnificus YJ016,4
954,162446888,Acholeplasma laidlawii PG-8A,4
955,49183039,Bacillus anthracis str. Sterne,4
956,387887350,Shimwellia blattae DSM 4481 = NBRC 105725,4
957,260752245,Zymomonas mobilis subsp. mobilis NCIMB 11163,4
958,295815281,Legionella pneumophila str. Corby,4
959,237806776,Tolumonas auensis DSM 9187,4
960,283782520,Gardnerella vaginalis 409-05,4
961,387816237,Clostridium botulinum H04402 065,4
962,357403388,Methylomicrobium alcaliphilum 20Z,4
963,289546492,Rhodospirillum centenum SW,4
964,386583127,Streptococcus suis D9,4
965,163844199,Brucella suis ATCC 23445,4
966,225849564,Persephonella marina EX-H1,4
967,384194622,Bifidobacterium animalis subsp. lactis V9,4
968,114561188,Shewanella frigidimarina NCIMB 400,4
969,91772082,Methanococcoides burtonii DSM 6242,4
970,16081186,Thermoplasma acidophilum DSM 1728,4
971,384141246,Acinetobacter baumannii MDR-ZJ06,4
972,409187964,Methanolobus psychrophilus R15,4
973,330822653,Alicycliphilus denitrificans K601,4
974,308183796,Helicobacter pylori SJM180,4
975,375282101,Bacillus cereus NC7401,4
976,404477334,Staphylococcus aureus 08BA02176,4
977,404474675,Brachyspira pilosicoli B2904,4
978,193211676,Chlorobaculum parvum NCIB 8327,4
979,386318029,Staphylococcus pseudintermedius ED99,4
980,379794527,Staphylococcus aureus subsp. aureus MSHR1132,4
981,332294861,Thermodesulfobium narugense DSM 14796,4
982,134301169,Francisella tularensis subsp. tularensis WY96-3418,4
983,385831969,Lactococcus garvieae Lg2,4
984,384124469,Yersinia pestis D182038,4
985,57650036,Staphylococcus aureus subsp. aureus COL,4
986,169235049,Halobacterium salinarum R1,4
987,412337338,Bordetella bronchiseptica 253,4
988,121602919,Polaromonas naphthalenivorans CJ2,4
989,386083114,Xylella fastidiosa subsp. fastidiosa GB514,4
990,24473558,Sulfolobus tokodaii str. 7,4
991,281411444,Thermotoga naphthophila RKU-10,4
992,386014600,Pantoea ananatis AJ13355,4
993,410023236,Helicobacter pylori Rif1,4
994,385996772,Mycobacterium tuberculosis CTRI-2,4
995,408417460,Desulfobacula toluolica Tol2,4
996,269791619,Thermanaerovibrio acidaminovorans DSM 6589,4
997,297537197,Methylotenera versatilis 301,4
998,77358719,Burkholderia mallei ATCC 23344,4
999,125972525,Clostridium thermocellum ATCC 27405,4
1000,312128809,Leadbetterella byssophila DSM 17132,4
1001,383480870,Rickettsia rhipicephali str. 3-7-female6-CWPP,4
1002,386756580,Bacillus sp. JS,4
1003,377808793,Pediococcus claussenii ATCC BAA-344,4
1004,171462832,Polynucleobacter necessarius subsp. necessarius STIR1,4
1005,108562424,Helicobacter pylori HPAG1,4
1006,376271796,Brucella abortus A13334,4
1007,147673035,Vibrio cholerae O395,4
1008,206558403,Burkholderia cenocepacia J2315,4
1009,116332681,Lactobacillus brevis ATCC 367,4
1010,94989509,Streptococcus pyogenes MGAS10270,4
1011,378987404,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,4
1012,170731356,Burkholderia cenocepacia MC0-3,4
1013,83588874,Moorella thermoacetica ATCC 39073,4
1014,220915123,Anaeromyxobacter dehalogenans 2CP-1,4
1015,298489614,'Nostoc azollae' 0708,4
1016,334335560,Isoptericola variabilis 225,4
1017,188574270,Xanthomonas oryzae pv. oryzae PXO99A,4
1018,218556939,Escherichia coli S88,4
1019,92112136,Chromohalobacter salexigens DSM 3043,4
1020,90960990,Lactobacillus salivarius UCC118,4
1021,375360690,Bacillus amyloliquefaciens subsp. plantarum CAU B946,4
1022,376286528,Corynebacterium diphtheriae BH8,4
1023,195952380,Hydrogenobaculum sp. Y04AAS1,4
1024,433611795,Sinorhizobium meliloti GR4,4
1025,116688024,Burkholderia cenocepacia HI2424,4
1026,156972381,Vibrio campbellii ATCC BAA-1116,4
1027,409131816,Thermacetogenium phaeum DSM 12270,4
1028,256831255,Jonesia denitrificans DSM 20603,4
1029,33591275,Bordetella pertussis Tohama I,4
1030,126442307,Burkholderia pseudomallei 668,4
1031,184152655,Lactobacillus reuteri JCM 1112,4
1032,220903286,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,4
1033,339441064,Clostridium sp. SY8519,4
1034,409913960,Streptococcus pyogenes A20,4
1035,344915202,Shigella flexneri 2a str. 301,4
1036,108802856,Rubrobacter xylanophilus DSM 9941,4
1037,288932888,Klebsiella variicola At-22,4
1038,221230948,Streptococcus pneumoniae ATCC 700669,4
1039,376279704,Brucella suis VBI22,4
1040,148826757,Haemophilus influenzae PittGG,4
1041,291285947,Denitrovibrio acetiphilus DSM 12809,4
1042,407475894,Exiguobacterium antarcticum B7,4
1043,186471973,Burkholderia phymatum STM815,4
1044,385785459,Erwinia sp. Ejp617,4
1045,189182907,Orientia tsutsugamushi str. Ikeda,4
1046,110640213,Escherichia coli 536,4
1047,256014795,Brucella microti CCM 4915,4
1048,313667359,Neisseria lactamica 020-06,4
1049,384137007,Yersinia pestis A1122,4
1050,229577818,Sulfolobus islandicus Y.G.57.14,4
1051,385839818,Lactobacillus salivarius CECT 5713,4
1052,331265438,Streptococcus oralis Uo5,4
1053,307066636,Streptococcus pneumoniae AP200,4
1054,194442203,Salmonella enterica subsp. enterica serovar Newport str. SL254,4
1055,331703020,Mycoplasma mycoides subsp. capri LC str. 95010,4
1056,340789630,Brucella pinnipedialis B2/94,4
1057,325284916,Cellulophaga lytica DSM 7489,4
1058,386750444,Helicobacter pylori Shi417,4
1059,384896752,Helicobacter pylori Lithuania75,4
1060,218665024,Acidithiobacillus ferrooxidans ATCC 23270,4
1061,77163561,Nitrosococcus oceani ATCC 19707,4
1062,390952789,Aequorivita sublithincola DSM 14238,4
1063,32470666,Rhodopirellula baltica SH 1,4
1064,385218266,Helicobacter pylori Gambia94/24,4
1065,313674129,Marivirga tractuosa DSM 4126,4
1066,169832377,Streptococcus pneumoniae Hungary19A-6,4
1067,170287807,Thermotoga sp. RQ2,4
1068,71082709,Candidatus Pelagibacter ubique HTCC1062,4
1069,315125111,Pseudoalteromonas sp. SM9913,4
1070,407098610,,4
1071,300309346,Herbaspirillum seropedicae SmR1,4
1072,300857417,Corynebacterium pseudotuberculosis FRC41,4
1073,254791136,Escherichia coli O157:H7 str. TW14359,4
1074,403516668,Burkholderia pseudomallei BPC006,4
1075,238897251,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),4
1076,385800986,Gardnerella vaginalis HMP9231,4
1077,15617929,Chlamydophila pneumoniae CWL029,4
1078,290473094,Xenorhabdus bovienii SS-2004,4
1079,83716035,Burkholderia thailandensis E264,4
1080,28899855,Vibrio parahaemolyticus RIMD 2210633,4
1081,34495455,Chromobacterium violaceum ATCC 12472,4
1082,78776201,Sulfurimonas denitrificans DSM 1251,4
1083,392419087,Pseudomonas stutzeri CCUG 29243,4
1084,288904223,Streptococcus gallolyticus UCN34,4
1085,347750441,Bacillus coagulans 36D1,4
1086,94993396,Streptococcus pyogenes MGAS10750,4
1087,312794749,Burkholderia rhizoxinica HKI 454,4
